,0,1,2,3
2019-01-01 00:00:00.000000000,12.612845761497367,8.824803604578634,-11.801190678761447,10.08424003975249
2019-01-01 08:00:09.603201067,10.836320012978387,2.796118954534569,11.55728378577885,21.884660690743814
2019-01-01 16:00:19.206402134,21.085828645141426,-0.6502254715451599,-17.824247148388977,-1.3539701716325645
2019-01-02 00:00:28.809603201,32.30220133791773,6.538295595493309,-13.495305950171131,-4.256677764411016
2019-01-02 08:00:38.412804268,28.06736250396161,3.704689192140804,21.99259088373622,13.630409530161865
2019-01-02 16:00:48.016005335,29.631933489087682,-3.5288589083663937,3.3760414152435456,-3.0071566272724106
2019-01-03 00:00:57.619206402,38.897894446868655,1.919794620416536,-10.847376222259037,-17.723553393320092
2019-01-03 08:01:07.222407469,33.05007411855837,3.193639405668283,25.493037968637708,1.1319289392580505
2019-01-03 16:01:16.825608536,25.191978551415648,-5.485697494864152,22.941318476839523,-3.4754156042874547
2019-01-04 00:01:26.428809603,29.5619984390159,-3.3465951556410807,-5.860771549730334,-25.1472496462
2019-01-04 08:01:36.032010670,23.98862967678923,1.810897468457934,19.825747804155096,-10.793673809911716
2019-01-04 16:01:45.635211737,9.390046666829589,-5.567614078499327,33.891640386505514,-1.6586747454952184
2019-01-05 00:01:55.238412804,8.053886488571424,-7.300039915946202,-0.8468449590459473,-23.456588441014294
2019-01-05 08:02:04.841613871,5.100065295088483,0.21215691976719053,6.286548988758828,-17.884302178463575
2019-01-05 16:02:14.444814938,-10.984288721215956,-3.5417601777172183,32.610151000668566,2.254414531443497
2019-01-06 00:02:24.048016005,-16.824724359874462,-8.569112423915778,2.5994579439101435,-13.000423288972184
2019-01-06 08:02:33.651217072,-15.356903852615941,-0.9761354936418052,-10.846910841539808,-17.969569481131405
2019-01-06 16:02:43.254418139,-27.135795839554696,0.043463159426027284,19.948045422841087,-7.710029376800378
2019-01-07 00:02:52.857619206,-34.859097926368825,-6.75521275302338,4.2056525639276465,2.54951072753065
2019-01-07 08:03:02.460820273,-28.664650414002285,-1.4385857100249075,-25.353678844140333,-11.762739766904
2019-01-07 16:03:12.064021340,-31.910212676735732,3.9889779468647775,0.8757115879264372,9.80002366732453
2019-01-08 00:03:21.667222407,-38.61053314571332,-2.5891351473500057,4.6236281750588635,17.46583757653653
2019-01-08 08:03:31.270423474,-29.30432973808785,-1.2804384603421055,-31.601974840326577,13.34233754187747
2019-01-08 16:03:40.873624541,-22.867749632160137,6.771252779205779,-17.533195252706427,9.21883750721841
2019-01-09 00:03:50.476825608,-26.604130972409486,2.3197978425561567,4.896820852193401,26.174837962051054
2019-01-09 08:04:00.080026675,-17.29410969316389,-0.8995902792999565,-26.578793973571802,6.9713109402376965
2019-01-09 16:04:09.683227742,-3.603388831093877,7.203472277908126,-28.85575338769485,4.442670361948436
2019-01-10 00:04:19.286428809,-3.8276218932097463,6.154857319200637,5.526181357302165,25.304796339048192
2019-01-10 08:04:28.889629876,1.9398741668458908,-0.6313795696671598,-11.555302247751875,11.004125063547942
2019-01-10 16:04:38.492830943,17.82839247960335,5.014113198280595,-29.494379457679397,-3.2965462119523083
2019-01-11 00:04:48.096032010,20.318033670096746,7.659162709155751,6.133125946099487,15.206849490960105
2019-01-11 08:04:57.699233077,19.84108276137706,-0.6639160471758785,8.457054853194593,12.573795704205985
2019-01-11 16:05:07.302434144,32.26928863524263,0.790178743784063,-19.999760755868852,-11.153664561456681
2019-01-12 00:05:16.905635211,35.91087803906747,6.379301320465717,5.631615016702052,-1.3826115735410642
2019-01-12 08:05:26.508836278,28.70948525949649,-0.8689803672298266,26.219788041517354,8.388441414374553
2019-01-12 16:05:36.112037345,33.309663510536765,-3.9359220022019183,-4.386157152621676,-15.855114940840785
2019-01-13 00:05:45.715238412,36.65296740593684,2.9494912932413926,2.973768424014956,-15.826719561819761
2019-01-13 08:05:55.318439479,24.754351834751716,-0.8658449355282902,35.136861385144485,2.110435654708437
2019-01-13 16:06:04.921640546,20.186903970816225,-7.458080821474384,16.50756733002913,-14.870640728488185
2019-01-14 00:06:14.524841613,22.436376613295803,-1.248574713964191,-2.121726725086228,-25.245980405869854
2019-01-14 08:06:24.128042681,9.898594942854038,-0.3906555063371036,9.830163614451935,-3.4643001128634787
2019-01-14 16:06:33.731243748,-1.8770191815498019,-8.355985760761342,21.7820539539901,-7.834183644658434
2019-01-15 00:06:43.334444815,-0.6869990727055514,-4.663933837439927,-8.41456746890336,-25.345613039294797
2019-01-15 08:06:52.937645882,-9.195046477292145,0.6730319201912536,16.526363022217065,-6.372395841736762
2019-01-15 16:07:02.540846949,-23.75081637895244,-6.222336824506121,23.829345935602113,3.1483501764351813
2019-01-16 00:07:12.144048016,-23.090022355410966,-6.170685392206347,-13.649399278636565,-16.27282184742583
2019-01-16 08:07:21.747249083,-24.125286107502408,1.9929180586803232,-4.782517897437086,-6.130481602776527
2019-01-16 16:07:31.350450150,-36.13554231461763,-1.754793371564714,17.720421722656415,14.087531282160606
2019-01-17 00:07:40.953651217,-35.53211790797928,-5.374762938940132,-15.15222820223712,-1.6131775007820963
2019-01-17 08:07:50.556852284,-28.2473148478901,3.0167076132574864,-24.68989604011889,-3.73208915099168
2019-01-17 16:08:00.160053351,-33.683186912761144,3.4671886699546453,-17.961704353698114,20.668101085193012
2019-01-18 00:08:09.763254418,-33.114172103681895,-2.876808296443201,-11.23351266727734,13.140462740949786
2019-01-18 08:08:19.366455485,-19.679944116629137,3.1049904599053835,-35.90190027398129,-0.9301066347740424
2019-01-18 16:08:28.969656552,-17.09645153918244,7.518716513857867,-5.136378772897838,19.865162383094614
2019-01-19 00:08:38.572857619,-17.133385591781654,0.3195683798994411,-2.2530466888331624,22.54919045273689
2019-01-19 08:08:48.176058686,-2.2582747499397864,1.9265147224101264,-34.28235643605921,0.666859838112031
